Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Author Keywords,Index Keywords,Funding Details,Document Type,Access Type,Source
"55534823400;7004092090;","Theory and applications of HVAC control systems - A review of model predictive control (MPC)",2014,"Building and Environment",398,"10.1016/j.buildenv.2013.11.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890193506&doi=10.1016%2fj.buildenv.2013.11.016&partnerID=40&md5=5cfd171c88ade8031ece84d70e0d911b","Applications; Comparison; HVAC control review; Model predictive control (MPC); Performance; Theory","Air conditioning; Applications; Control theory; Cost functions; Predictive control systems; Comparison; Control configuration; HVAC control; Literature reviews; Optimization techniques; Performance; Prediction horizon; Theory; Model predictive control; control system; heating; modeling; optimization; performance assessment; theoretical study; ventilation","",Review,,Scopus
"57211220464;26646636200;7101665436;","Current cigarette smoking among adults - United states, 2005-2012",2014,"Morbidity and Mortality Weekly Report",394,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892759866&partnerID=40&md5=6a2bf7856e962381cc821474524f65d1",,"adolescent; adult; age distribution; aged; article; female; health survey; human; male; middle aged; prevalence; sex ratio; smoking; United States; young adult; Adolescent; Adult; Age Distribution; Aged; Female; Health Surveys; Humans; Male; Middle Aged; Prevalence; Sex Distribution; Smoking; United States; Young Adult",,Article,,Scopus
"8561969000;6507067705;6505763602;53985099700;9132756500;7006628215;36071718900;","Reconceptualising adaptation to climate change as part of pathways of change and response",2014,"Global Environmental Change",393,"10.1016/j.gloenvcha.2013.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922465409&doi=10.1016%2fj.gloenvcha.2013.12.002&partnerID=40&md5=259cd836fee5bd16822fb8eb4f3e8205","Climate change adaptation; Framing; Pathways; Transformation; Uncertainty","climate change; conceptual framework; decision making; emission; farming system; global change; governance approach; greenhouse gas; literature review; sustainable development; uncertainty analysis","",Article,Open Access,Scopus
"7003597952;","The global groundwater crisis",2014,"Nature Climate Change",392,"10.1038/nclimate2425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908553655&doi=10.1038%2fnclimate2425&partnerID=40&md5=11ee2187f66d1b41a5ba6b6348168fff",,,"71273153

",Note,,Scopus
"23480626600;","Smartmentality: The Smart City as Disciplinary Strategy",2014,"Urban Studies",389,"10.1177/0042098013494427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904240075&doi=10.1177%2f0042098013494427&partnerID=40&md5=71c12072f3b11a696d3ab300c60c96d9",,"European Union; local participation; political discourse; private sector; urban design; urban development; urban planning; urban policy; urban politics; Italy",,Article,,Scopus
"55796321600;23493374000;35203730400;","Understanding the internet banking adoption: A unified theory of acceptance and use of technology and perceived risk application",2014,"International Journal of Information Management",387,"10.1016/j.ijinfomgt.2013.06.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890124304&doi=10.1016%2fj.ijinfomgt.2013.06.002&partnerID=40&md5=2f691f2468212f1fda893bfc9c5e6a96","Information technology adoption; Internet banking; Perceived risk; Unified theory of acceptance and use of technology (UTAUT)","Computer networks; Information management; Behaviour intentions; Behavioural intentions; Information technology adoption; Internet banking; Perceived risk; Social influence; The unified theory of acceptance and use of technology(UTAUT); Unified theory of acceptance and use of technology; Electronic commerce",,Article,,Scopus
"16200254000;7406399935;9640426300;","Intended and unintended pregnancies worldwide in 2012 and recent trends",2014,"Studies in Family Planning",386,"10.1111/j.1728-4465.2014.00393.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911149693&doi=10.1111%2fj.1728-4465.2014.00393.x&partnerID=40&md5=e822063e7b75d141a3cc208e6e95aacf",,"abortion; birth rate; demographic trend; family planning; population decline; population dynamics; pregnancy; Africa; Caribbean Islands; Latin America; adult; female; health; human; incidence; pregnancy; statistics and numerical data; unplanned pregnancy; unwanted pregnancy; Adult; Female; Global Health; Humans; Incidence; Pregnancy; Pregnancy, Unplanned; Pregnancy, Unwanted",,Article,,Scopus
"55314576400;","Initial trends in enrolment and completion of massive open online courses",2014,"International Review of Research in Open and Distance Learning",383,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894521471&partnerID=40&md5=fd6b392a7395548d15bb8021b875e97a","Distance learning; Higher education; Massive open online courses; MOOCs; Online education",,,Article,,Scopus
"56028740100;9633908400;7003564684;","Modeling air-to-ground path loss for low altitude platforms in urban environments",2014,"2014 IEEE Global Communications Conference, GLOBECOM 2014",375,"10.1109/GLOCOM.2014.7037248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988304420&doi=10.1109%2fGLOCOM.2014.7037248&partnerID=40&md5=80517aff9183b62b0dcd0c0e215736f8","Aerial Base Station; Air-to-Ground; Low Altitude Platform; Public Safety; Radio Propagation; Ray Tracing Simulation","Base stations; Disasters; Forecasting; Radio transmission; Radio waves; Ray tracing; Urban planning; Emerging applications; Low altitudes; Movement of crowds; Occurrence probability; Public safety; Ray tracing simulation; Statistical propagation models; Wireless infrastructures; Radio communication",,Conference Paper,,Scopus
"23390739300;34574250200;","The digital divide shifts to differences in usage",2014,"New Media and Society",371,"10.1177/1461444813487959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898868534&doi=10.1177%2f1461444813487959&partnerID=40&md5=db8b4b4e2d55f0de0339172487a6d0d1","Digital divide; digital inequality; knowledge gap; online activities; usage gap",,,Article,,Scopus
"37049041600;24462074700;6504155241;6603742228;7401874732;","Primary forest cover loss in indonesia over 2000-2012",2014,"Nature Climate Change",369,"10.1038/nclimate2277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905366651&doi=10.1038%2fnclimate2277&partnerID=40&md5=49a0e05b1f18b186e390bed7e204071c",,,"NNX12AB43G, NNH07ZDA001N, NNH05ZDA001N

",Review,,Scopus
"14628735200;16232385500;","The Role of Customer Engagement Behavior in Value Co-Creation: A Service System Perspective",2014,"Journal of Service Research",366,"10.1177/1094670514529187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903397760&doi=10.1177%2f1094670514529187&partnerID=40&md5=55c87724f5dea8d9346abbe913cf42f3","customer communities; customer engagement; resource integration; service system; value co-creation",,"",Article,,Scopus
"55568926600;7003820247;","The travel and environmental implications of shared autonomous vehicles, using agent-based model scenarios",2014,"Transportation Research Part C: Emerging Technologies",364,"10.1016/j.trc.2013.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892841354&doi=10.1016%2fj.trc.2013.12.001&partnerID=40&md5=cadb3e78db1dc7737cc208fcaba58fc1",,"Autonomous agents; Computational methods; Crashworthiness; Traffic congestion; Transportation; Vehicles; Zoning; Autonomous Vehicles; Environmental benefits; Environmental implications; Network congestions; Personal transportation; Preliminary model; Trip generation rate; Vehicle ownership; Fleet operations; tourist destination; traffic congestion; traffic emission; transportation mode; travel behavior; urban area; United States",,Article,,Scopus
"8395328700;56180216200;37101874800;","Key issues of land use in China and implications for policy making",2014,"Land Use Policy",363,"10.1016/j.landusepol.2013.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901436357&doi=10.1016%2fj.landusepol.2013.03.013&partnerID=40&md5=44acfb5f4c73ef64c0a8af121232701b","China; Land use; Policy making; Rural land consolidation; Urbanization","land use planning; policy implementation; policy making; rural area; sustainability; urbanization; China","41130748",Article,,Scopus
"6505952338;16220644800;36071718900;56574359300;6507908128;56491556700;23007637500;35274572900;7004645184;56573536700;56574214700;7402099228;25943390200;56574293300;56573461700;55412448600;56005814400;6507479625;36850571600;56573374600;7007086386;56574161900;56574233500;55445680600;","Climate-smart agriculture for food security",2014,"Nature Climate Change",362,"10.1038/nclimate2437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922965443&doi=10.1038%2fnclimate2437&partnerID=40&md5=229954e4aea0b071b9bf429d39f81651",,"agricultural production; agricultural technology; climate change; food security; food supply; policy approach; policy making; rainfall; vulnerability",,Review,,Scopus
"8609630400;6602873905;17135885900;23480839000;","Increasing forest disturbances in Europe and their impact on carbon storage",2014,"Nature Climate Change",358,"10.1038/nclimate2318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906850632&doi=10.1038%2fnclimate2318&partnerID=40&md5=5c860ead26622e169ae4af4fed5f6975",,,"P25503-B16, PCIG12-GA-2012-334104, 311970

244122, 226544

265104",Article,,Scopus
"56188254500;36085092100;57192184601;7403932394;55199822700;18133581400;56189170900;26533810000;56188786100;12244577900;8568068600;7201941508;24466311900;57198822183;6603669646;56188639300;56073814200;6602072214;36621674300;24278548700;12139525800;56188255800;56188716800;24833004200;23397011000;36019328000;36439639200;37020083000;13609323200;7102216761;6602790283;7004817362;8930645300;57192809540;55909268500;55765549300;21935003000;12139384400;55464625900;6505708159;57206993489;57199192645;9249604700;6506138853;56189038400;55923727800;7005394120;56188307200;7003281422;8729838700;6602443500;","Investigating variation in replicability: A ""many labs"" replication project",2014,"Social Psychology",353,"10.1027/1864-9335/a000178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901716350&doi=10.1027%2f1864-9335%2fa000178&partnerID=40&md5=5f78182f7ea717e4d305a30e4aba8b6d","Cross-cultural; Generalizability; Replication; Reproducibility; Variation",,,Article,,Scopus
"36715329200;31567512100;","What are we seeking to sustain through culturally sustaining pedagogy? A loving critique forward",2014,"Harvard Educational Review",352,"10.17763/haer.84.1.982l873k2ht16m77","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897067481&doi=10.17763%2fhaer.84.1.982l873k2ht16m77&partnerID=40&md5=f85400f2710c5598ce319a0e0147a391",,,,Article,,Scopus
"7003969764;7403334316;","Structural competency: Theorizing a new medical engagement withstigma and inequality",2014,"Social Science and Medicine",351,"10.1016/j.socscimed.2013.06.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893519226&doi=10.1016%2fj.socscimed.2013.06.032&partnerID=40&md5=b6d1f189e0925c2d65d6b255a2be9063","Cultural competency; Medical education; Social determinates of health; Stigma","Cultural competency; Medical education; Social determinates of health; Stigma; Cultural Competency; Curriculum; Education, Medical; Health Status Disparities; Humans; Social Stigma; Socioeconomic Factors; United States","1137717",Article,Open Access,Scopus
"24336912800;","Datafication, dataism and dataveillance: Big data between scientific paradigm and ideology",2014,"Surveillance and Society",350,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901007475&partnerID=40&md5=a7dd5c9a69d0edac7883f9e57e928338",,,,Article,,Scopus
"6603611633;","Culturally relevant pedagogy 2.0: A.k.a. The remix",2014,"Harvard Educational Review",350,"10.17763/haer.84.1.p2rj131485484751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897052390&doi=10.17763%2fhaer.84.1.p2rj131485484751&partnerID=40&md5=0e6428e4722b057e5f61acdab8fcc6e3",,,,Review,,Scopus
"55835480900;35216348100;56103634300;","Autocratic breakdown and regime transitions: A new data set",2014,"Perspectives on Politics",348,"10.1017/S1537592714000851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897778675&doi=10.1017%2fS1537592714000851&partnerID=40&md5=8fb4f7db0dfc838412c85794ef5e5033",,,"#0904463

#0904478",Article,,Scopus
"7004023654;56401420200;","The role of inventories and speculative trading in the global market for crude oil",2014,"Journal of Applied Econometrics",345,"10.1002/jae.2322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875960842&doi=10.1002%2fjae.2322&partnerID=40&md5=ef59d24004def595bbb560a3972ca3e7",,,,Article,,Scopus
"54407187600;23090602200;7003751915;7004413991;","Consistent increase in High Asia's runoff due to increasing glacier melt and precipitation",2014,"Nature Climate Change",343,"10.1038/nclimate2237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903450578&doi=10.1038%2fnclimate2237&partnerID=40&md5=4b15a8ff2ef6e7d7fe76bb2eb75f3497",,"climate effect; glacial hydrology; hydrological modeling; precipitation (climatology); river basin; runoff; streamflow; water availability; Asia","",Article,,Scopus
"23972595600;7006765673;10639594300;21744127000;23993876900;55399842300;7404310503;56726831200;7801416246;56014503100;55909419800;7005649482;55203967900;57201748498;55322269300;","COMMENTARY: Betting on negative emissions",2014,"Nature Climate Change",341,"10.1038/nclimate2392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923278892&doi=10.1038%2fnclimate2392&partnerID=40&md5=6932cbdee3a9a9cb040bd1df63e82d40",,,,Note,,Scopus
