Source title,CiteScore,Highest percentile,2010-13 Citations,2010-13 Documents,% Cited,SNIP,SJR,Publisher,ISSN
Archives of Insect Biochemistry and Physiology,2.8,"72.0%
33/120
Insect Science",547,197,64,0.649,0.668,Wiley-Blackwell,7394462
Bulletin of Marine Science,2.8,"66.0%
37/109
Oceanography",630,222,77,0.691,0.779,Rosenstiel School of Marine and Atmospheric Science,74977
Canadian Journal of Earth Sciences,2.8,"82.0%
30/167
General Earth and Planetary Sciences",922,330,65,0.788,0.933,NRC Research Press,84077
Cretaceous Research,2.8,"71.0%
25/86
Paleontology",1052,371,68,1.419,1.128,Elsevier,1956671
Crop Protection,2.8,"78.0%
62/291
Agronomy and Crop Science",2683,953,68,1.335,0.749,Elsevier,2612194
Earth System Dynamics,2.8,"82.0%
29/167
General Earth and Planetary Sciences",204,72,71,1.262,1.344,Copernicus,21904979
Economic Botany,2.8,"82.0%
12/64
Horticulture",304,110,61,1.204,0.522,Springer Nature,130001
Environment and Planning B: Planning and Design,2.8,"87.0%
69/561
Geography, Planning and Development",689,242,69,1.324,0.824,Pion Ltd.,2658135
Environmetrics,2.8,"78.0%
38/172
Statistics and Probability",698,246,66,1.215,1.067,Wiley-Blackwell,11804009
Euphytica,2.8,"85.0%
10/64
Horticulture",2614,922,70,1.12,0.752,Springer Nature,142336
European Review of Agricultural Economics,2.8,"78.0%
108/510
Economics and Econometrics",331,120,68,1.445,1.094,Oxford University Press,1651587
Fisheries Management and Ecology,2.8,"67.0%
91/282
Ecology",577,208,78,0.772,0.757,Wiley-Blackwell,0969997X
Geography Compass,2.8,"90.0%
18/181
General Social Sciences",781,283,62,0.915,0.922,Wiley-Blackwell,17498198
Geophysical Prospecting,2.8,"65.0%
33/94
Geophysics",1060,372,64,1.516,1.679,Wiley-Blackwell,168025
Harvard Environmental Law Review,2.8,"88.0%
50/448
Law",131,47,68,0.908,0.565,Harvard University Press,1478257
IET Intelligent Transport Systems,2.8,"88.0%
51/448
Law",495,179,60,1.651,0.671,Institution of Engineering and Technology,1751956X
Insect Science,2.8,"79.0%
60/291
Agronomy and Crop Science",786,277,68,0.785,0.679,Wiley-Blackwell,16729609
Journal of African Earth Sciences,2.8,"72.0%
35/125
Earth-Surface Processes",981,346,66,1.164,0.87,Elsevier,1464343X
Journal of Biosciences,2.8,"80.0%
31/157
General Agricultural and Biological Sciences",1008,354,66,0.795,0.799,Springer Nature,2505991
Journal of Economic Entomology,2.8,"74.0%
31/120
Insect Science",3229,1133,63,1.136,0.914,Oxford University Press,220493
Journal of Flood Risk Management,2.8,"87.0%
71/561
Geography, Planning and Development",323,117,68,1.272,0.787,Wiley-Blackwell,1753318X
Journal of Limnology,2.8,"80.0%
36/182
Water Science and Technology",644,227,68,0.919,0.566,PagePress,11295767
Journal of Loss Prevention in the Process Industries,2.8,"85.0%
43/288
Industrial and Manufacturing Engineering",1332,475,65,2.492,0.999,Elsevier,9504230
Journal of Operational Oceanography,2.8,"65.0%
38/109
Oceanography",93,33,79,1.274,0.789,Taylor & Francis,1755876X
Journal of Social Policy,2.8,"87.0%
13/101
Public Administration",406,143,66,1.828,1.509,Cambridge University Press,472794
Land Economics,2.8,"79.0%
104/510
Economics and Econometrics",477,168,63,1.434,1.716,University of Wisconsin Press,237639
Mineralogy and Petrology,2.8,"64.0%
34/94
Geophysics",586,206,72,0.956,1.011,Springer Nature,9300708
Mycoscience,2.8,"62.0%
191/504
Ecology, Evolution, Behavior and Systematics",543,195,67,0.897,0.529,Elsevier,13403540
Ocean Engineering,2.8,"85.0%
13/88
Ocean Engineering",2355,855,62,2.696,1.129,Elsevier,298018
Poultry Science,2.8,"80.0%
66/336
Animal Science and Zoology",4111,1444,68,1.389,0.995,Elsevier,325791
SAE International Journal of Fuels and Lubricants,2.8,"75.0%
19/77
Fuel Technology",1124,401,64,1.145,1.202,SAE,19463952
Scientia Horticulturae,2.8,"83.0%
11/64
Horticulture",4582,1650,63,1.422,0.777,Elsevier,3044238
Acta Ornithologica,2.7,"79.0%
71/336
Animal Science and Zoology",248,93,54,1.235,0.789,Polska Akademia Nauk,16454
Advances in Space Research,2.7,"82.0%
19/105
Aerospace Engineering",4147,1526,62,1.248,0.657,Elsevier,2731177
Andean Geology,2.7,"70.0%
11/36
Stratigraphy",256,95,71,0.876,0.842,Servicio Nacional de Geologia y Mineria,7187092
Behavioural Processes,2.7,"79.0%
69/336
Animal Science and Zoology",1627,595,64,0.841,0.797,Elsevier,3766357
Bulletin of Geosciences,2.7,"81.0%
32/167
General Earth and Planetary Sciences",508,188,80,0.823,0.725,Ceska Geologicka Sluzba/Czech Geological Survey,12141119
Canadian Journal of Zoology,2.7,"79.0%
70/336
Animal Science and Zoology",1301,482,67,0.868,0.883,NRC Research Press,84301
Cereal Chemistry,2.7,"75.0%
60/238
Food Science",798,301,66,0.967,0.608,Wiley-Blackwell,90352
Climate Policy,2.7,"74.0%
47/183
General Environmental Science",508,186,71,0.835,0.84,Taylor & Francis,14693062
Environmental Entomology,2.7,"72.0%
34/120
Insect Science",2063,762,67,0.912,0.776,Entomological Society of America,0046225X
Environmental Science and Pollution Research,2.7,"65.0%
35/101
Pollution",4303,1571,62,1.191,0.942,Springer Nature,9441344
European Journal of Plant Pathology,2.7,"80.0%
13/64
Horticulture",2007,746,65,1.088,0.751,Springer Nature,9291873
Fish Physiology and Biochemistry,2.7,"62.0%
71/188
Aquatic Science",1408,524,68,0.956,0.713,Springer Nature,9201742
"Geochemistry: Exploration, Environment, Analysis",2.7,"80.0%
33/167
General Earth and Planetary Sciences",297,110,69,0.857,0.736,Geological Society,14677873
Geoscience Frontiers,2.7,"79.0%
34/167
General Earth and Planetary Sciences",515,193,76,0.867,0.841,China University of Geosciences (Beijing) and Peking University,16749871
Geosynthetics International,2.7,"83.0%
27/162
Geotechnical Engineering and Engineering Geology",343,127,69,1.133,2.191,ICE Publishing Ltd.,10726349
Human Ecology,2.7,"91.0%
23/251
Anthropology",699,257,68,0.96,0.692,Springer Nature,3007839
Ichthyological Exploration of Freshwaters,2.7,"79.0%
68/336
Animal Science and Zoology",271,99,70,1.326,1.05,Verlag F. Pfeil,9369902
In Vitro Cellular and Developmental Biology - Plant,2.7,"70.0%
108/362
Plant Science",792,295,65,1.139,0.523,Springer Nature,10545476
International Journal of Plant Biology,2.7,"68.0%
113/362
Plant Science",88,33,55,1.015,0.434,PagePress,20370156
Journal of Applied Biomedicine,2.7,"83.0%
12/68
General Pharmacology, Toxicology and Pharmaceutics",242,91,70,0.676,0.29,Elsevier,1214021X
Journal of Berry Research,2.7,"78.0%
14/64
Horticulture",150,56,54,0.863,1.018,IOS Press,18785093
Journal of Geographical Systems,2.7,"86.0%
74/561
Geography, Planning and Development",220,82,73,1.376,0.834,Springer Nature,14355930
Journal of Iberian Geology,2.7,"68.0%
12/36
Stratigraphy",208,78,73,1.021,0.63,Springer Nature,16986180
Mediterranean Marine Science,2.7,"70.0%
29/97
Environmental Engineering",413,154,58,1.047,0.725,National Centre for Marine Research,1108393X
Mycological Progress,2.7,"69.0%
112/362
Plant Science",707,265,70,0.896,0.785,Springer Nature,1617416X
Natural Hazards,2.7,"78.0%
39/182
Water Science and Technology",3589,1334,61,1.376,0.776,Springer Nature,0921030X
Physiological and Molecular Plant Pathology,2.7,"69.0%
110/362
Plant Science",453,169,70,1.197,0.741,Elsevier,8855765
Plant Breeding,2.7,"78.0%
64/291
Agronomy and Crop Science",1165,434,74,0.917,0.636,Wiley-Blackwell,1799541
Records of Natural Products,2.7,"71.0%
105/362
Plant Science",517,190,63,1.33,0.509,ACG Publications,13076167
South African Journal of Botany,2.7,"70.0%
106/362
Plant Science",1386,514,62,1.223,0.534,Elsevier,2546299
Transactions in GIS,2.7,"81.0%
31/167
General Earth and Planetary Sciences",558,204,59,1.337,0.697,Wiley-Blackwell,13611682
Waste and Biomass Valorization,2.7,"78.0%
17/76
Waste Management and Disposal",567,209,54,1.086,0.725,Springer Nature,18772641
Wetlands,2.7,"74.0%
48/183
General Environmental Science",1074,396,66,1.105,0.759,Springer Nature,2775212
Acta Zoologica,2.6,"77.0%
75/336
Animal Science and Zoology",452,174,68,0.721,0.683,Wiley-Blackwell,17272
Aerobiologia,2.6,"67.0%
118/362
Plant Science",408,160,66,0.945,0.531,Springer Nature,3935965
"Air Quality, Atmosphere and Health",2.6,"73.0%
59/221
Management, Monitoring, Policy and Law",363,140,68,0.958,0.537,Springer Nature,18739318
Animal Production Science,2.6,"78.0%
72/336
Animal Science and Zoology",1530,580,65,0.833,0.63,CSIRO,18360939
Aquatic Biology,2.6,"65.0%
98/282
Ecology",662,253,68,0.626,0.652,Inter-Research Science Center,18647782
Behaviour,2.6,"78.0%
74/336
Animal Science and Zoology",821,313,65,0.674,0.764,Brill,57959
Bird Conservation International,2.6,"78.0%
73/336
Animal Science and Zoology",442,168,65,0.897,0.787,Cambridge University Press,9592709
Canadian Geotechnical Journal,2.6,"83.0%
28/162
Geotechnical Engineering and Engineering Geology",1120,424,67,2.013,2.066,NRC Research Press,83674
Canadian Mineralogist,2.6,"50.0%
51/103
Geochemistry and Petrology",896,340,71,0.85,1.041,Mineralogical Association of Canada,84476
Chemie der Erde,2.6,"62.0%
36/94
Geophysics",397,152,68,1.205,0.721,Elsevier,92819
Clays and Clay Minerals,2.6,"78.0%
40/182
Water Science and Technology",534,202,69,0.99,0.646,Springer Nature,98604
Dendrochronologia,2.6,"68.0%
114/362
Plant Science",339,129,64,0.91,0.785,Elsevier,11257865
Environmental Policy and Governance,2.6,"86.0%
76/561
Geography, Planning and Development",312,118,67,0.93,0.761,Wiley-Blackwell,1756932X
European Food Research and Technology,2.6,"83.0%
48/288
Industrial and Manufacturing Engineering",2169,842,67,0.928,0.797,Springer Nature,14382377
Fishery Bulletin,2.6,"60.0%
75/188
Aquatic Science",347,135,67,1.07,1.179,US National Marine Fisheries Services,900656
Genetic Resources and Crop Evolution,2.6,"77.0%
66/291
Agronomy and Crop Science",1397,540,66,1.215,0.57,Springer Nature,9259864
Greenhouse Gases: Science and Technology,2.6,"69.0%
30/97
Environmental Engineering",331,126,55,1.227,0.825,Wiley-Blackwell,21523878
Hydrology Research,2.6,"77.0%
42/182
Water Science and Technology",578,226,68,1.097,1.205,International Water Association Publishing,00291277 19989563
International Journal of Sustainable Development and World Ecology,2.6,"86.0%
75/561
Geography, Planning and Development",640,242,79,1.031,0.561,Taylor & Francis,13504509
Journal of Dairy Research,2.6,"77.0%
76/336
Animal Science and Zoology",695,268,68,0.838,0.625,Cambridge University Press,220299
Journal of Excipients and Food Chemicals,2.6,"74.0%
62/238
Food Science",116,44,52,1.09,0.376,IPEC-Americas,21502668
Journal of Forest Economics,2.6,"86.0%
77/561
Geography, Planning and Development",274,106,72,1.14,0.835,Elsevier,11046899
"Journal of Health, Population and Nutrition",2.6,"72.0%
65/238
Food Science",744,290,64,1.216,0.857,Springer Nature,16060997
Journal of Molluscan Studies,2.6,"76.0%
78/336
Animal Science and Zoology",484,189,69,1.083,0.664,Oxford University Press,2601230
Journal of Polymers and the Environment,2.6,"71.0%
70/240
Materials Chemistry",1179,456,67,1.117,0.61,Springer Nature,15662543
Journal of Seismology,2.6,"61.0%
37/94
Geophysics",555,213,68,1.152,0.943,Springer Nature,13834649
Journal of Systematics and Evolution,2.6,"68.0%
116/362
Plant Science",556,217,64,0.872,0.627,Wiley-Blackwell,16744918
Journal of Thermal Biology,2.6,"79.0%
33/157
General Agricultural and Biological Sciences",853,332,70,1.003,0.625,Elsevier,3064565
Journal of Tropical Ecology,2.6,"60.0%
202/504
Ecology, Evolution, Behavior and Systematics",666,258,70,0.877,0.737,Cambridge University Press,2664674
Mammalian Biology,2.6,"77.0%
77/336
Animal Science and Zoology",850,329,70,0.962,0.654,Elsevier,16165047
Mathematical Biosciences,2.6,"78.0%
34/157
General Agricultural and Biological Sciences",1058,413,57,1.062,0.701,Elsevier,255564
Meteorological Applications,2.6,"60.0%
38/96
Atmospheric Science",463,177,72,1.008,0.811,Wiley-Blackwell,13504827
Meteorologische Zeitschrift,2.6,"58.0%
40/96
Atmospheric Science",557,218,74,0.722,0.771,Gebruder Borntraeger Verlagsbuchhandlung,9412948
Nonlinear Processes in Geophysics,2.6,"63.0%
35/94
Geophysics",778,294,61,0.92,0.786,Copernicus,10235809
Paddy and Water Environment,2.6,"77.0%
41/182
Water Science and Technology",429,167,64,1.448,0.677,Springer Nature,16112490
Physics and Chemistry of Minerals,2.6,"72.0%
117/420
General Materials Science",785,303,72,0.889,0.808,Springer Nature,3421791
Rangeland Journal,2.6,"66.0%
95/282
Ecology",426,161,66,0.674,0.619,CSIRO,10369872
Research in Astronomy and Astrophysics,2.6,"52.0%
31/64
Astronomy and Astrophysics",1269,491,61,0.645,0.782,Institute of Physics Publishing,16744527
Silva Fennica,2.6,"82.0%
23/131
Forestry",568,218,61,1.154,0.906,Suomen Metsatieteellinen Seura/Finnish Society of Forest Science,375330
Solid Earth,2.6,"69.0%
39/125
Earth-Surface Processes",263,102,59,0.769,1.35,Copernicus,18699510
Spatial Cognition and Computation,2.6,"70.0%
64/213
Modeling and Simulation",143,54,69,1.599,0.6,Taylor & Francis,13875868
Toxicology Mechanisms and Methods,2.6,"49.0%
51/100
Health, Toxicology and Mutagenesis",844,329,67,0.565,0.52,Taylor & Francis,15376516
Turkish Journal of Botany,2.6,"67.0%
117/362
Plant Science",826,323,72,1.583,0.418,Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu,#N/A
Turkish Journal of Earth Sciences,2.6,"79.0%
35/167
General Earth and Planetary Sciences",443,168,67,0.976,0.884,Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu,13000985
Wetlands Ecology and Management,2.6,"74.0%
56/221
Management, Monitoring, Policy and Law",437,165,69,1.095,0.693,Springer Nature,9234861
Acta Geologica Polonica,2.5,"65.0%
69/200
Geology",279,111,68,0.881,0.433,Polish Academy of Sciences,15709
Acta Physiologiae Plantarum,2.5,"76.0%
68/291
Agronomy and Crop Science",2422,973,64,1.019,0.555,Springer Nature,1375881
African Journal of Marine Science,2.5,"59.0%
204/504
Ecology, Evolution, Behavior and Systematics",545,214,62,0.745,0.702,Taylor & Francis,1814232X
American Journal of Agricultural Economics,2.5,"75.0%
127/510
Economics and Econometrics",927,377,66,1.455,1.327,Oxford University Press,29092
Astronomische Nachrichten,2.5,"50.0%
32/64
Astronomy and Astrophysics",1650,662,61,0.533,0.77,Wiley-Blackwell,46337
Atmosphere - Ocean,2.5,"62.0%
41/109
Oceanography",341,135,59,0.754,0.887,Taylor & Francis,7055900
Australian Journal of Agricultural and Resource Economics,2.5,"75.0%
125/510
Economics and Econometrics",312,125,59,1.01,0.781,Wiley-Blackwell,1364985X
Australian Systematic Botany,2.5,"66.0%
120/362
Plant Science",249,99,66,1.191,0.436,CSIRO,10301887
Biological Bulletin,2.5,"78.0%
35/157
General Agricultural and Biological Sciences",514,205,67,0.624,0.792,University of Chicago Press,63185
Breeding Science,2.5,"76.0%
69/291
Agronomy and Crop Science",567,228,68,0.8,0.73,Japanese Society of Breeding,13447610
